As,Au,Co,Cu,Fe,Hg,Mn,Mo,Ni,U,Zn,x,y
4,0,11,23,3.70000005,48,670,3,24,2,94,637971.2239,6260122.659
2,-1,16,37,3.9000001,84,515,2,39,2.0999999,114,638071.2103,6196222.048
6,6,6,17,1.29999995,52,240,3,25,1.5,56,638171.0764,6218021.633
1,-1,15,70,2.4000001,72,680,2,36,2.79999995,94,638171.4083,6238022.289
-1,-1,8,65,1.89999998,134,100,4,32,1.70000005,100,638171.5335,6252421.911
-1,0,8,21,1.07000005,50,370,2,9,3.4000001,100,638242.7741,6406220.133
-1,0,7,15,2.22000003,52,460,2,14,6.19999981,120,638460.3606,6398876.854
11,8,9,32,1,78,150,2,33,20.79999924,92,638470.1301,6147822.162
3,-2,17,44,3.4000001,130,425,2,43,1.89999998,122,638570.7885,6193422.343
-1,0,7,8,1.19000006,19,265,-2,9,3.70000005,41,638584.3272,6341785.514
2,-1,14,15,3.20000005,34,525,2,20,2.4000001,60,638771.2383,6298522.729
-1,0,8,16,1.29999995,64,445,2,15,1.89999998,89,638882.9356,6344403.513
3,6,13,18,3.5,80,515,-2,27,1,74,638969.7588,6119822.009
6,3,11,47,2,30,685,-2,29,1.5,120,639068.9745,6108021.684
2,-1,17,35,3.4000001,90,515,3,42,2.0999999,128,639070.7524,6172721.967
8,0,8,28,0.79000002,30,130,6,21,13.19999981,110,639170.1824,6136721.887
3,-1,13,29,3.9000001,22,1250,2,32,5.5,94,639170.8642,6228721.504
-1,-1,15,66,1.39999998,164,300,3,41,1.70000005,84,639170.8785,6175222.241
4,0,6,45,1,100,120,5,39,2,56,639267.7783,6060621.035
3,9,10,28,2.79999995,100,560,-2,26,2.70000005,76,639269.3382,6115622.112
5,6,26,27,7,70,1095,3,47,0.89999998,86,639368.3946,6099620.672
6,-2,31,38,4.9000001,184,890,4,19,4,104,639369.5626,6123821.526
-1,12,12,76,2.5999999,128,405,4,29,2.20000005,132,639371.3116,6253022.508
6,6,29,48,4.80000019,46,2300,3,62,0.80000001,122,639468.6746,6101821.044
1,0,20,9,9.30000019,50,1650,4,5,9.69999981,150,639497.4208,6424246.526
-1,0,4,13,0.99000001,47,135,-2,10,2.5999999,80,639523.1889,6412323.336
6,10,8,15,1.29999995,100,200,2,26,9,78,639567.67,6083121.079
2,-1,9,37,1.5,80,200,4,38,8.60000038,92,639567.8933,6091221.572
-1,8,19,65,2.0999999,106,490,4,50,3.20000005,104,639571.154,6237622.362
4,-1,10,22,2,30,440,3,32,2,22,639571.2406,6208121.424
4,-1,15,21,2.0999999,22,500,3,20,3.0999999,70,639571.2783,6287823.693
3,-2,9,20,1,96,560,2,31,9.80000019,44,639668.1827,6078620.764
10,-2,20,57,4.80000019,66,1500,12,40,49.59999847,260,639669.6772,6133121.26
-1,0,7,20,1.25999999,84,710,-2,13,21.5,120,639675.2369,6335343.773
4,7,10,32,2,66,285,3,37,1.29999995,76,639767.6498,6063721.034
3,13,8,24,0.81,150,150,4,17,21,104,639770.0587,6129720.997
2,-1,11,29,3.29999995,38,860,3,37,0.5,86,639771.1909,6231621.556
-1,0,6,10,4.75,30,365,6,9,10,142,639937.1317,6435454.889
4,14,13,55,1.60000002,146,440,3,44,4.5999999,134,639970.571,6183221.539
6,3,11,20,3,24,540,2,30,1.5,96,639970.8758,6213622.298
3,11,19,41,4.9000001,104,635,3,41,3.0999999,126,639970.9487,6196722.015
2,4,16,31,4.5999999,56,580,2,46,4.5,148,640070.5165,6153421.416
6,7,22,24,13,42,4300,4,33,2.5,100,640070.9826,6234821.647
1,0,6,7,3.99000001,69,560,-2,2,6.5999999,83,640137.5113,6428316.149
1,0,4,2,2.6500001,28,780,-2,-2,3.5,32,640138.4983,6430547.075
14,-1,47,33,5,56,63000,12,56,0.2,122,640169.0866,6111621.081
7,-2,20,43,3.4000001,50,1000,5,37,7.30000019,186,640270.227,6138921.561
1,-1,18,48,3.70000005,138,540,2,50,1.5,146,640270.6116,6186021.321
2,-1,5,5,1.25,16,185,-2,9,2.29999995,32,640271.1307,6291823.208
3,7,14,45,2.5,64,475,3,65,7,96,640367.7978,6081021.222
2,-1,15,45,4.5,130,550,2,44,1.5,124,640370.5492,6178821.576
-1,0,2,2,3.04999995,20,570,5,-2,13.89999962,30,640388.3495,6431955.032
1,0,9,15,3.1400001,55,760,2,13,6.19999981,100,640443.7885,6398281.375
2,-2,4,14,0.44,78,200,3,14,4.4000001,74,640468.0257,6073621.431
3,3,7,9,2,26,270,-2,13,2,43,640471.13,6293723.86
1,-1,8,26,2.25,37,370,-2,31,2,96,640471.2585,6221322.151
5,6,13,29,2.5999999,70,375,3,49,1.60000002,86,640567.8187,6069920.706
5,9,13,41,1.60000002,92,290,3,46,12.80000019,116,640568.2377,6094820.991
-1,0,4,44,0.89999998,80,100,2,26,0.5,62,640570.9692,6241422.59
3,4,15,26,4.4000001,26,605,2,46,2.20000005,152,640571.1068,6211221.462
1,0,10,14,1.67999995,63,420,2,16,6.19999981,110,640607.0461,6327270.168
2,0,10,20,3.82999992,37,2600,2,15,7.0999999,84,640667.5367,6395933.584
-1,0,5,14,0.97000003,71,335,-2,11,1.60000002,91,640686.8046,6345222.51
5,9,10,25,1.39999998,100,320,2,14,8.5,112,640767.8369,6087521.75
-1,-1,2,42,0.80000001,116,140,2,16,0.2,58,640771.0377,6255422.62
-1,7,10,51,2.75,68,490,3,48,1.70000005,120,640771.1383,6244322.146
5,-1,5,29,2.20000005,46,205,3,31,4.30000019,54,640771.1481,6302423.068
6,0,7,47,4.4000001,70,565,4,25,3.5,96,640771.2701,6259222.454
-1,-1,12,8,5.69999981,20,1050,3,19,1.60000002,67,640771.4973,6315623.432
-1,0,6,23,2.21000004,63,295,-2,11,5.19999981,210,640790.7641,6415279.267
5,3,13,40,3.29999995,44,425,-2,42,3,114,640868.2334,6104221.385
5,4,12,19,3.29999995,34,1330,2,29,0.80000001,85,640870.5894,6164421.983
-1,7,9,44,2.5999999,52,640,4,33,1.10000002,88,640870.986,6247622.781
18,7,16,31,8.30000019,40,1700,2,34,0.2,104,640967.4921,6067121.342
1,17,15,62,2.29999995,200,390,2,24,19.5,100,640969.9126,6126621.807
7,6,11,34,3.9000001,46,360,3,41,1.79999995,120,640970.3095,6169321.378
4,8,14,31,4.80000019,50,490,3,44,2.5999999,150,640970.3939,6151221.65
4,0,12,120,1.25,94,510,2,56,4.19999981,132,640971.1178,6265822.922
-1,-1,16,23,3.79999995,42,925,2,31,3.70000005,92,640971.2383,6312623.362
1,14,13,35,1.10000002,180,180,3,28,0.5,106,641070.9731,6189422.081
-1,0,3,10,1.30999994,47,160,-2,5,2.5999999,84,641099.2559,6412450.843
-1,0,5,6,0.69999999,40,125,3,5,6.80000019,124,641104.5822,6436082.23
1,0,17,15,4.80000019,103,1240,2,11,6.30000019,130,641116.9626,6322582.599
3,0,17,32,4.5,100,650,2,46,6.4000001,146,641170.0905,6146121.564
8,7,9,28,2.5999999,44,435,3,38,2.5,92,641171.0033,6218721.939
6,-1,13,42,4.30000019,118,550,2,45,4.30000019,144,641370.0389,6143521.846
-1,-1,16,14,1,30,360,2,58,1.79999995,72,641370.937,6263222.828
3,9,19,115,2.5,74,1200,3,71,3.5999999,164,641371.1135,6227222.026
-1,0,13,24,2.20000005,69,715,4,15,3.20000005,92,641445.1891,6346801.723
7,-1,11,9,7.6500001,42,425,7,15,1.60000002,56,641471.3955,6305122.71
1,0,10,23,1.98000002,80,580,2,18,3.5999999,170,641482.7895,6356362.811
4,4,12,32,2.20000005,30,390,2,43,0.40000001,32,641571.1694,6201022.394
-1,0,9,15,2.74000001,50,210,-2,9,5,130,641899.7461,6418416.194
-1,0,2,2,1.45000005,60,290,-2,2,5.30000019,30,641931.3139,6433093.878
-1,0,8,11,2.33999991,61,485,-2,10,5,91,641952.3053,6401534.508
3,-1,10,21,3.5,26,595,3,34,0.89999998,21,642071.1092,6207822.316
-1,0,9,10,3.73000002,124,310,6,4,3.5,100,642144.3268,6427491.903
1,-2,16,47,4.80000019,84,500,3,70,17,154,642269.4833,6132720.929
6,10,22,38,5.30000019,120,810,2,49,1.20000005,148,642271.1286,6197422.024
-1,0,7,18,1.22000003,63,385,-2,21,11.60000038,70,642311.0589,6329638.143
1,0,5,27,0.75,40,120,-2,26,0.69999999,106,642471.3891,6222221.413
-1,0,4,3,1.08000004,19,275,-2,4,6.9000001,30,642521.2264,6320088.241
-1,0,7,40,1.25,106,200,2,19,0.2,92,642571.0826,6225021.782
-1,0,15,20,7.69999981,176,1110,6,6,5.19999981,150,642583.4363,6404751.583
6,4,8,36,3.4000001,12,840,-2,40,2.5,106,642668.6047,6108921.613
3,-1,6,12,2.95000005,16,500,3,13,1.79999995,58,642671.4511,6315823.122
4,-1,7,15,1.79999995,30,170,2,23,1.39999998,60,642867.4022,6061420.177
2,5,10,33,2.79999995,44,690,2,34,3.5,104,642871.0957,6216921.357
5,9,9,28,1,74,300,3,24,14.10000038,90,642967.6448,6084820.341
-1,7,9,28,1,70,310,3,34,10.60000038,76,642967.7324,6087920.724
6,6,18,43,5,46,980,3,53,4.5,153,642970.6898,6165621.825
2,-1,5,13,3.04999995,42,200,2,18,2,54,642971.0977,6305622.889
2,0,15,22,14.80000019,67,8550,6,8,11.30000019,140,643159.7059,6423031.821
3,11,15,51,0.5,104,150,4,23,11.89999962,76,643168.8538,6115821.528
3,-1,22,48,5.30000019,40,670,2,51,5.19999981,136,643170.0173,6143321.641
4,-1,8,18,13.5,34,215,9,16,3.5,56,643171.1373,6308623.283
2,6,14,49,2.4000001,62,500,3,39,2,136,643171.2153,6234721.855
-1,0,6,16,3.29999995,100,420,8,6,5.5,88,643182.4225,6431420.286
-1,0,6,8,1.20000005,60,205,2,6,7.0999999,104,643237.5885,6436269.735
7,-1,13,38,4.4000001,40,515,4,45,5.19999981,120,643269.5872,6123821.136
6,8,13,41,3.79999995,58,445,2,41,1,132,643270.7669,6169521.095
1,-1,3,9,1.10000002,30,120,2,9,2.70000005,49,643271.5263,6313422.874
3,5,12,33,2.4000001,66,385,2,35,4.30000019,128,643367.4526,6078820.564
10,13,15,60,3.5999999,118,485,2,55,-0.2,114,643367.7905,6093420.49
2,4,28,37,7.55000019,52,2550,4,38,0.2,134,643371.2305,6248222.333
-1,8,15,50,2.4000001,106,395,3,28,1.20000005,70,643371.3587,6256922.47
6,9,14,33,3.29999995,70,350,2,41,1.89999998,106,643468.533,6102121.463
4,-1,15,34,4.19999981,50,610,2,32,7.19999981,116,643469.7436,6140321.038
-1,8,15,46,4.69999981,86,720,2,48,2.4000001,144,643470.4748,6183321.392
-1,0,5,14,1.09000003,97,235,-2,6,6.4000001,55,643549.2361,6430203.289
4,8,11,49,2.20000005,80,450,3,45,6.5999999,124,643567.6695,6091421.193
1,7,12,38,1.79999995,66,360,-2,35,2.29999995,120,643567.7475,6070020.476
7,7,14,42,4.30000019,66,475,3,41,8.10000038,136,643570.0417,6137821.69
1,17,16,96,2,222,300,3,45,4.5999999,110,643570.6589,6189721.398
4,6,11,37,3.20000005,40,765,2,39,2.5,106,643668.7404,6105320.88
5,-1,4,4,1,16,125,2,9,0.30000001,23,643670.9536,6302822.792
-1,9,13,49,2.8499999,80,560,3,38,1.20000005,126,643671.343,6237721.919
2,0,6,24,1,32,240,2,28,1.79999995,90,643767.1845,6064720.457
3,6,14,28,3.29999995,60,540,2,33,1.5,74,643768.2434,6099321.259
-1,0,5,19,1.36000001,92,280,-2,17,1.10000002,210,643773.0041,6363929.332
3,0,6,38,17.10000038,68,170,10,21,7.19999981,72,643823.1633,6319853.61
7,6,12,32,2.5,68,410,-2,35,3,128,643867.7686,6080421.246
-1,0,15,16,13.69999981,94,1800,4,6,4.9000001,200,643879.5875,6409456.076
2,-1,34,28,4.05000019,54,2200,-2,71,3.4000001,134,643971.0009,6267722.428
3,-4,10,55,2.04999995,84,350,3,24,1.5,124,644070.9858,6242622.525
2,8,8,38,1.79999995,120,390,-2,27,3.20000005,74,644168.5897,6111521.492
1,5,18,45,4.19999981,54,1400,2,53,0.80000001,130,644169.4018,6118721.794
3,5,14,23,3.70000005,64,725,-2,38,1.79999995,110,644170.1786,6155521.278
-1,0,6,16,1.24000001,30,345,-2,9,3.4000001,56,644264.3901,6396445.821
2,14,14,38,4.69999981,160,585,2,41,1.70000005,120,644270.6694,6178121.72
5,-1,9,12,2.0999999,38,550,-2,20,1.79999995,58,644370.1462,6161721.749
2,0,33,38,6.5,90,1050,4,58,6.19999981,154,644370.6216,6198921.925
1,-1,19,50,4.30000019,120,810,2,47,3.20000005,148,644370.8792,6187621.614
6,0,7,33,1.70000005,80,340,-2,29,2.5,80,644371.5105,6259122.194
4,6,9,46,1.79999995,74,285,-2,30,1.29999995,136,644467.5958,6067720.623
-1,11,20,38,5.19999981,164,695,2,48,1.20000005,166,644470.7706,6173221.87
6,0,11,40,1.60000002,58,190,2,44,2.5,84,644471.4852,6262823.176
4,0,7,10,1.10000002,56,240,2,22,2.5999999,102,644567.3803,6075620.486
-1,1,18,49,3.70000005,20,690,-2,45,5.9000001,118,644569.475,6126421.634
3,-2,14,43,0.97000003,30,325,4,29,10,108,644569.6046,6130021.279
3,6,20,31,4.4000001,34,800,2,48,1,31,644570.7077,6203221.593
3,7,-2,59,1.20000005,58,190,2,35,1,106,644570.8952,6229822.096
2,-1,17,48,5.19999981,140,720,2,52,1.20000005,140,644570.9572,6192621.79
-1,0,9,22,17.20000076,30,2950,31,8,34.90000153,192,644695.1728,6435478.854
4,0,8,10,20.70000076,38,1800,6,5,1.5,48,644755.4559,6325638.523
1,-2,15,37,4.5,164,440,2,46,2.29999995,134,644870.319,6175021.758
3,7,12,43,1.70000005,64,295,2,30,2,78,644871.134,6244422.12
-1,0,4,10,2.9000001,50,230,5,5,15.39999962,98,644885.2412,6432265.186
-1,0,7,11,2.51999998,46,235,-2,6,1.79999995,93,644943.3349,6412338.092
4,8,13,25,3.5999999,64,665,2,37,1.5,116,644970.0376,6158521.554
6,8,12,26,2,50,285,3,33,2.5999999,26,644970.7712,6208421.427
2,4,15,28,1.39999998,52,265,3,30,2.79999995,92,644971.0409,6253422.027
1,-1,9,8,2.70000005,10,680,2,10,2.20000005,30,644971.4968,6297823.241
-1,0,22,19,13.5,113,1750,6,10,5.9000001,280,645008.5885,6404355.21
-1,0,4,8,0.88,60,180,-2,6,0.80000001,65,645176.9452,6321546.415
3,8,12,42,2.5,110,410,2,40,2.70000005,120,645269.986,6146421.076
4,7,2,28,3.5,38,360,3,28,2,86,645370.8014,6215421.287
-1,4,14,30,2.95000005,42,510,3,39,2.5,122,645370.9805,6227022.005
1,6,8,13,1.89999998,54,220,2,17,5,54,645471.0822,6305123.45
-1,0,7,20,2.24000001,67,390,4,10,5.0999999,120,645500.2701,6415438.321
-1,0,12,45,5.6500001,98,515,-2,13,3,140,645611.5751,6397846.998
-1,0,3,9,0.69,69,140,2,6,2.79999995,43,645691.6457,6407566.918
-1,-1,12,34,2.75,50,435,3,29,1.20000005,88,645870.9763,6256421.904
-1,-1,4,5,2.95000005,12,545,-2,7,1.60000002,34,645971.3673,6312722.518
1,2,13,46,2.5,10,390,-2,46,9.10000038,132,646069.0637,6122521.47
2,0,13,58,2.5,80,425,8,51,13.19999981,148,646169.4149,6137521.778
-1,-1,14,34,4.5,130,430,-2,40,1.70000005,124,646170.3156,6176022.042
5,-1,15,33,3.79999995,42,670,3,37,2.5999999,106,646170.5393,6180021.977
1,-1,19,35,3.4000001,90,515,3,54,3.20000005,142,646170.89,6200222.3
-1,0,4,16,1.70000005,120,175,6,9,31.70000076,98,646185.3372,6434428.896
1,0,-2,12,0.63,34,510,5,23,1.79999995,116,646267.398,6059220.274
1,8,13,31,2,106,310,-2,31,6.69999981,112,646267.8807,6080121.156
5,8,33,64,5.30000019,70,1250,3,84,3.0999999,300,646270.0867,6143321.104
1,-1,8,20,1.10000002,60,180,5,28,7.69999981,50,646367.6357,6084220.519
2,11,11,43,3.70000005,150,710,2,33,0.89999998,144,646371.083,6195821.307
1,0,10,22,3.67000008,40,3300,2,15,12,160,646382.316,6419862.196
-1,0,14,34,4.36000013,122,295,-2,24,2.79999995,140,646463.7355,6402160.28
3,5,11,21,3.4000001,46,1130,2,29,1.79999995,92,646470.1439,6164221.839
-1,0,4,12,1.78999996,69,125,-2,7,7.80000019,75,646478.1586,6427090.326
4,0,11,55,1.79999995,84,235,2,49,6.5999999,116,646569.6328,6133621.198
4,8,3,97,0.89999998,86,80,2,47,1.5,150,646570.8374,6232922.325
-1,0,5,12,1.47000003,69,290,-2,8,3.20000005,65,646649.2245,6423814.693
-1,0,6,100,1.35000002,70,360,4,40,2.0999999,70,646671.0352,6263522.938
4,11,8,32,0.94999999,124,140,4,28,4.5,76,646867.2135,6070020.946
-1,0,6,15,3.26999998,76,195,-2,6,8.80000019,84,646870.1833,6430842.479
1,-1,15,17,5,20,1850,2,21,2.29999995,72,646870.9797,6295623.486
4,-2,14,32,5,144,950,-2,45,2.4000001,146,646970.0496,6153721.908
5,14,9,48,2.79999995,154,880,5,34,2.20000005,84,647067.5981,6068020.657
3,6,15,41,4.5,46,740,2,45,1.60000002,122,647070.6316,6171721.623
1,3,7,21,1.85000002,32,395,-2,23,1.39999998,68,647170.9864,6247922.457
-1,4,12,40,1.5,46,270,-2,40,0.69999999,114,647171.0688,6222421.563
4,6,13,30,3,60,260,3,44,2.4000001,106,647267.5736,6091421.102
5,-1,8,20,1,46,260,3,41,3.70000005,56,647267.603,6093720.926
3,6,12,35,2.5,50,350,3,47,1,106,647366.9925,6063320.756
3,5,12,65,1.29999995,50,435,-2,29,2.4000001,94,647368.6088,6108921.085
2,7,11,34,3.79999995,90,450,-2,39,1.60000002,134,647370.3606,6157121.43
4,5,-2,24,1.10000002,55,180,2,25,1.5,126,647371.0315,6216321.612
1,3,17,27,5.1500001,38,1400,4,31,1.39999998,90,647371.3266,6252022.515
10,6,14,33,3.0999999,60,300,2,43,2.5,92,647467.8115,6101521.221
6,25,18,39,1.60000002,330,310,4,34,3.9000001,124,647468.612,6115521.28
3,13,19,44,4.4000001,180,725,2,58,1.60000002,168,647469.7292,6147321.888
4,5,16,37,4.30000019,46,870,2,39,3.0999999,130,647470.4853,6181821.421
1,1,8,8,0.80000001,10,295,2,16,0.60000002,30,647471.2428,6239121.79
3,7,22,78,4.30000019,46,915,2,65,14.69999981,178,647569.4258,6130621.633
5,5,13,68,1.60000002,46,525,5,49,4.4000001,150,647569.9634,6140621.423
3,0,18,83,1.29999995,134,390,2,30,1.29999995,108,647770.0184,6150121.017
2,6,16,45,4.5,70,710,2,47,3.4000001,132,647770.8229,6190721.47
3,5,27,42,3.4000001,60,885,2,59,4.0999999,144,647868.6975,6118521.778
1,6,17,88,2.79999995,50,700,-2,48,12.69999981,170,647869.0955,6127221.201
1,3,9,28,2.6500001,42,560,2,33,2.5,94,647870.9542,6242622.661
1,4,11,18,2.3499999,22,525,2,21,2.9000001,64,647871.3548,6224721.578
2,-1,13,13,2.20000005,10,695,2,17,4.5,68,647871.4885,6297423.613
-1,0,18,46,2.25,84,470,2,53,2.70000005,146,647971.0493,6266822.268
5,9,10,25,2,80,250,3,45,10,80,648067.4239,6078221.06
4,-1,4,5,0.89999998,10,485,2,9,0.2,26,648070.1681,6168421.616
-1,0,14,14,8.5,60,390,-2,7,9,200,648154.5682,6434306.612
-1,0,3,8,2.45000005,70,80,-2,4,4.5999999,104,648154.617,6432539.114
2,8,7,27,1,80,120,3,27,0.89999998,86,648167.5742,6072120.462
4,14,19,88,2.20000005,164,515,4,39,5,106,648168.8888,6112620.909
-1,0,5,8,3.70000005,40,195,6,7,13.10000038,104,648171.0892,6441653.679
6,6,11,38,2.70000005,42,300,3,40,54,76,648267.4761,6088321.2
3,0,18,40,4.19999981,92,670,3,47,2.4000001,140,648270.4836,6186021.409
3,3,17,38,4,30,2200,2,41,1.20000005,118,648368.4055,6105120.691
2,-1,17,42,4.80000019,70,670,2,48,2.29999995,140,648370.995,6193621.514
-1,0,4,16,1.02999997,76,90,-2,16,1.29999995,130,648458.86,6410833.948
-1,0,20,23,9.39999962,227,1260,2,9,3,190,648637.4006,6406839.025
3,4,7,18,1.79999995,34,355,2,24,1,66,648670.8699,6236321.531
-1,0,3,2,1.35000002,60,95,-2,-2,7.0999999,30,648714.198,6435312.636
4,7,4,15,1,80,300,2,18,0.40000001,40,648866.8625,6060019.976
10,-2,7,35,1.10000002,320,385,-2,19,3.0999999,70,648967.5902,6078820.99
-1,0,3,7,1.13999999,20,165,-2,4,4.5,40,648986.8061,6414155.493
3,-1,3,6,1.35000002,34,180,-2,10,1.10000002,49,649071.458,6303022.402
3,10,8,30,1.20000005,102,240,3,45,10.80000019,76,649267.6786,6098720.88
6,4,20,36,4.30000019,20,670,3,44,1.5,122,649270.0314,6152522.013
-1,-2,21,37,3.5,42,510,4,41,0.69999999,144,649271.0671,6263822.13
-1,0,5,12,1.89999998,30,490,5,9,17.10000038,130,649359.0089,6450257.427
2,0,5,24,1.10000002,42,100,4,31,0.5,110,649367.1422,6057120.864
2,-1,12,27,3,110,390,3,43,0.2,124,649370.5886,6204921.447
-1,9,13,29,3.5999999,128,925,2,32,2.9000001,94,649370.8512,6246822.478
1,6,7,23,1.5,48,170,2,28,1.70000005,96,649371.0584,6226621.56
2,4,8,23,1.39999998,42,340,-2,27,6.5999999,76,649371.3665,6242222.523
4,-1,8,14,1.89999998,42,490,2,15,5,68,649371.3769,6299622.73
3,-1,20,43,5.0999999,100,660,2,49,0.80000001,142,649469.9797,6155321.295
-1,0,8,12,3.95000005,67,280,2,5,10.5,110,649498.3082,6429783.395
3,7,6,29,2.5,80,300,-2,27,3.20000005,56,649567.1384,6070120.835
3,4,10,32,2.5,34,280,3,35,1.5,92,649570.0341,6148721.702
2,-1,8,18,2.29999995,26,550,-2,21,0.30000001,62,649570.5501,6184821.808
6,7,13,30,1.79999995,34,440,3,33,2,88,649570.9929,6208921.689
1,0,8,6,6.53999996,54,725,2,-2,7,90,649639.559,6426106.524
-1,2,4,14,1,32,120,-2,15,2.4000001,46,649667.8112,6083720.121
1,3,8,22,1.89999998,38,415,-2,25,3.0999999,70,649670.928,6249422.172
7,9,8,14,2,84,340,2,21,0.2,76,649767.189,6062620.06
3,11,17,36,1.79999995,100,440,3,47,0.89999998,118,649870.5836,6200721.284
-1,-1,7,30,0.89999998,58,240,3,30,1.5,66,649871.0285,6224822.111
-1,3,15,14,2.70000005,16,1150,5,16,3.20000005,70,649871.4686,6302422.692
-1,0,10,20,3.06999993,54,560,10,6,33.29999924,100,649892.3312,6420257.334
6,6,9,26,0.81,50,130,2,27,0.40000001,76,649969.8187,6143820.979
8,8,10,45,4.30000019,56,585,3,39,3.79999995,128,650070.5122,6164621.37
2,8,16,43,4.5999999,74,720,3,48,1.29999995,142,650070.918,6190821.732
-1,-1,7,32,1.14999998,34,320,4,22,1,128,650071.2558,6222122.089
6,7,12,29,3,50,335,2,35,2.29999995,88,650167.6009,6091920.622
-1,0,10,17,2.54999995,25,360,-2,16,3.79999995,120,650257.7553,6369107.612
4,-1,13,34,3.29999995,60,360,3,43,2.4000001,104,650267.5096,6094521.264
3,7,14,44,2.79999995,66,500,-2,46,3.5999999,122,650368.7567,6118621.471
3,0,14,70,2.20000005,90,535,2,39,2.0999999,112,650369.1569,6136821.002
-1,0,9,17,2.17000008,74,325,2,9,7.30000019,100,650370.3983,6424523.58
3,-1,4,9,1.39999998,10,200,-2,15,1,40,650470.5538,6175322.067
5,-1,18,46,3.79999995,80,650,2,52,2.79999995,134,650570.8173,6195821.728
-1,5,4,29,1.20000005,78,230,2,25,0.80000001,68,650571.5198,6259522.131
2,4,11,23,2.70000005,50,400,-2,29,0.89999998,62,650667.5719,6098620.842
6,7,8,25,1,46,100,2,20,1.70000005,66,650669.3073,6138921.961
-1,0,11,32,1.97000003,60,715,2,13,7.69999981,120,650688.7894,6417286.015
-1,0,8,16,2.07999992,58,330,-2,13,2.20000005,200,650736.7332,6371622.561
2,10,12,77,2.29999995,100,450,2,49,4.30000019,124,650767.588,6086921.078
3,4,7,37,2.79999995,32,275,2,35,1.79999995,86,650767.9554,6106320.594
-1,-2,10,77,2.29999995,130,600,4,32,3.79999995,106,650768.162,6112621.464
-1,-2,13,25,1.95000005,64,395,-2,32,1,98,650771.2102,6266822.362
-1,0,3,2,0.89999998,20,55,5,-2,3.20000005,20,650816.4488,6446249.148
-1,0,8,18,4.0999999,70,245,-2,10,10.19999981,148,650855.2176,6444468.519
-1,0,5,14,3.9000001,80,230,2,7,14,108,650861.1751,6434189.737
5,9,17,38,3.4000001,120,390,3,48,2.29999995,112,650867.9124,6101921.101
2,7,13,20,3.20000005,50,750,2,30,1.5,94,650969.8748,6162222.11
8,5,16,34,5,46,750,2,44,1.79999995,138,650970.0954,6172721.466
3,-1,11,13,2.29999995,56,560,-2,23,1.29999995,64,651070.2975,6158521.837
1,-1,9,29,1.79999995,58,330,2,24,2.79999995,86,651071.0244,6256222.09
-1,-1,6,27,2.29999995,52,700,3,22,3.0999999,86,651071.326,6250922.436
-1,0,11,28,2.21000004,97,585,-2,18,5.19999981,170,651145.8958,6357366.663
3,-1,14,70,1.29999995,80,360,4,32,4,108,651169.2899,6130321.174
2,0,14,28,3.3499999,74,1150,4,24,9.60000038,110,651171.1666,6273323.299
2,3,9,19,2.20000005,32,470,-2,26,1,68,651171.3133,6235422.318
5,14,12,40,2,160,160,3,62,3.4000001,154,651267.116,6066420.97
3,7,20,47,2.79999995,90,540,2,41,2.0999999,116,651268.3078,6115420.821
-1,0,5,16,0.69999999,50,125,3,8,23,96,651327.2472,6437407.131
-1,0,18,97,3.54999995,113,870,2,13,3.9000001,120,651328.7258,6408838.472
-1,-1,3,6,0.70999998,30,150,-2,7,0.2,20,651367.0853,6080319.998
3,7,19,42,3.79999995,40,990,2,66,1.29999995,130,651368.9364,6132621.432
3,9,21,56,3.70000005,134,560,-2,50,5.9000001,164,651468.7617,6123021.266
5,7,14,38,3.9000001,70,510,2,45,2.5999999,120,651470.8816,6192822.075
-1,6,18,35,3.5,50,375,2,39,2.29999995,164,651569.1072,6126621.292
-1,0,5,4,0.80000001,20,210,-2,2,6.19999981,26,651576.4616,6439131.842
5,5,11,88,3.79999995,44,830,-2,47,1.60000002,124,651668.1667,6108821.618
3,4,15,28,1.89999998,38,440,2,45,2,126,651670.691,6212821.792
-1,0,7,13,4.98000002,94,780,4,5,5,120,651769.2062,6430123.3
4,-1,13,37,4.69999981,74,785,2,43,1.39999998,136,651770.4987,6180021.025
2,-4,14,43,3.8499999,54,1500,-2,25,15,86,651771.2184,6271822.966
-1,0,7,10,1.75,50,210,5,12,28.20000076,104,651773.5103,6451444.842
2,5,14,33,4.5999999,68,480,-2,43,3.5,142,651870.426,6169421.027
2,5,19,48,5.19999981,62,940,2,53,2.0999999,146,651970.6196,6182421.888
2,0,13,18,2.5,60,485,-2,22,1.60000002,66,652070.4538,6187621.939
2,-1,5,17,1.60000002,25,370,-2,22,3,64,652071.1363,6231021.496
-1,0,5,8,0.89999998,50,145,3,11,18.70000076,84,652072.058,6452685.649
-1,0,10,26,4.9000001,80,650,11,12,20.20000076,210,652261.3983,6442958.537
-1,0,7,17,2.9000001,41,475,2,16,3.29999995,100,652312.9897,6372028.92
2,0,11,17,4.36000013,63,965,2,12,6.4000001,92,652394.6633,6413271.547
-1,2,15,22,3,39,285,-2,38,0.30000001,114,652471.2651,6263022.946
-1,0,8,20,11.80000019,60,1200,20,7,32.40000153,190,652503.4424,6439955.252
-1,0,9,20,2.19000006,58,565,-2,16,4.5999999,130,652536.351,6364463.266
1,5,5,9,1.29999995,30,200,-2,14,1.60000002,40,652567.3541,6079720.151
